movieId,no_of_votes,avg_rating,weighted_avg
1097,39023,3.748315096225303,1413.259664982942
1721,42558,3.398033272240237,1402.0219190605812
1089,35131,4.089379750078279,1383.5879258885466
165,40436,3.5035240874468294,1372.1398405280074
4973,34430,4.128245715945396,1368.3924861668586
1213,33987,4.17828875746609,1366.5065027787148
293,34361,4.080149006140683,1350.4093756355371
6539,36337,3.8130280430415278,1338.0479469093652
733,37057,3.6898831529805434,1322.103997679117
344,44742,2.9877855259040724,1301.438887640938
2329,31887,4.14554520651049,1272.6594188221738
4886,34073,3.857819974760074,1269.0455958681468
1200,32943,3.993473575569924,1268.4431484018073
7361,32113,4.076853610687261,1261.3064719123693
6377,33887,3.855150942839437,1261.298143098676
597,37405,3.429514770752573,1243.6857053863962
1617,31703,4.066397501813708,1242.1858749668272
1527,34223,3.7438710808520588,1238.4279446764294
111,31391,4.0893090376222485,1236.6333317565895
500,37573,3.3931413515024085,1236.4776557161679
34,35238,3.6205942448493103,1234.651373771632
2716,33973,3.747240455655962,1230.469441642644
1682,33182,3.83524199867398,1229.0028566319108
2997,32199,3.9345010714618467,1222.3064307403354
912,30043,4.2143927037912325,1218.3135720639975
349,34191,3.669152701003188,1213.5221110398707
6874,32471,3.863339595331219,1211.2003092291375
736,38113,3.2215517015191666,1192.927319979669
316,36400,3.3673626373626373,1189.2033026583608
4995,31130,3.95701895277867,1188.3258127241068
1961,31260,3.9116602687140114,1180.1496455577105
1206,30704,3.9829663887441376,1179.4798061147847
3793,34112,3.5702685272045027,1179.3134339837445
3147,30348,4.017085145643865,1175.4156431536608
1073,32699,3.701458760206734,1170.5409980405768
1258,30084,4.014658954926206,1164.5455578326378
367,37660,3.1804832713754645,1164.2687185277289
778,29839,4.0079928952042625,1153.2508771349126
924,30001,3.9707343088563714,1149.158076353595
750,28280,4.213030410183875,1146.6637959292907
4963,31041,3.8027608646628654,1140.5699429304925
3996,30038,3.8630900858912045,1120.6320641835675
5445,31209,3.6742125668877565,1109.4495553677584
33794,29051,3.944855598774569,1105.9210999259046
1208,27741,4.106593129303198,1097.6615947224873
10,32534,3.431840536054589,1082.8803630966354
153,38187,2.906473407180454,1081.9757528263233
8961,29010,3.8578421234057223,1080.9853809790918
2628,35899,3.086590155714644,1078.3003770667835
5418,28497,3.911517001789662,1076.1012086226228
231,37036,2.95447672534831,1066.2460975668148
539,31134,3.5162202094173574,1060.962318883477
587,31605,3.4452618256604968,1056.020421887879
1732,27640,3.954323444283647,1054.7931572485804
2918,27822,3.9269283300984834,1054.662259306786
357,29743,3.6462528998419796,1049.7563200917411
3114,28393,3.813140562814778,1046.2963401989866
253,30575,3.5019296811120197,1037.896678510332
6,27895,3.841763756945689,1035.4100811220517
1222,26328,4.038343208751139,1025.3364840825648
5349,30009,3.5027325135792595,1018.9712529724683
7438,27483,3.8315504129825713,1017.5645901000194
4878,26476,3.9725600543888806,1014.982308603658
2324,25245,4.167062784709843,1013.2791135100458
919,26547,3.953930764304818,1013.1200259682686
2396,26714,3.813487310024706,984.7112517292794
1968,26611,3.827552515876893,984.3996757971049
5989,25840,3.9003482972136223,973.4116458024268
1246,25752,3.9128028890959925,973.0784487004396
223,26104,3.856592859331903,972.7385258273334
329,29770,3.3444071212630164,966.8235738988384
4011,24469,4.060505128938657,958.1859026331737
1923,27995,3.527879978567601,957.3827751128981
586,31447,3.1193118580468724,954.6786849291208
292,28649,3.4205731439142726,950.9598143357742
39,28682,3.4133602956558122,950.1171681737103
60069,24538,4.008884179639742,949.1766959534556
2502,24678,3.9781992057703217,947.5717966653176
161,26029,3.745898805178839,943.2161672163501
48516,23557,4.119454939083924,935.4141269027757
1080,24336,3.979967948717949,934.8849682602221
1307,25160,3.833366454689984,932.2659212602636
1387,25422,3.790260404374164,931.7715232494046
1784,25460,3.7836606441476826,931.5995257379477
1259,24137,3.9892488710278826,929.3394277257927
454,27360,3.501918859649123,929.1161950904348
17,24292,3.9522270706405402,926.967240153062
44191,24416,3.919847640891219,924.3644136910543
2115,25484,3.690492073457856,910.41432196656
1219,23188,4.06520614110747,909.2069534474396
1225,23144,4.064012270998963,907.233028739819
2291,25093,3.722711513171004,904.0142478682628
1610,24238,3.8575790081689907,903.6683690465576
36,23751,3.9315818281335524,901.8606989974971
4027,24090,3.8738065587380657,901.794322733965
4022,25103,3.6428315340795923,885.72270437489
21,25507,3.572137060414788,883.1265978617605
141,25738,3.5228261714196907,879.258347185324
1393,25121,3.6096094900680704,878.584616653363
2706,27275,3.307479376718607,876.6481341122112
4896,24746,3.6547724884829873,875.9250235730741
59315,23465,3.855209887065843,874.4415338834751
25,24619,3.6675128965433204,874.3656185317676
2683,28072,3.1940367626104305,872.2966157677328
339,25574,3.5089935090326114,870.3766308728943
904,21335,4.232552144363722,869.7312612079041
68954,22460,3.9786286731967944,862.800463712616
208,30719,2.862218822227286,858.2092632864772
1517,25911,3.404673690710509,856.5503460738933
1653,23335,3.7787658024426825,853.0676612975514
2355,24467,3.5814566559038705,849.3828130618537
1584,23900,3.6672594142259416,848.8727254167198
5618,20855,4.202589307120594,844.4877389378157
551,23298,3.736994591810456,842.6821056404237
62,23128,3.750324282255275,839.4220416941039
1220,22537,3.797200159737321,827.8673114804136
3949,21395,4.007034353820986,827.668143508349
2916,23640,3.591539763113367,823.0093811752969
2987,24040,3.528473377703827,822.7428286775076
923,20830,4.094047047527605,822.6388680645497
2,26060,3.2369531849577897,820.5182971999845
434,27417,3.0686800160484373,819.7136998580071
288,25898,3.2486678507992894,818.284737169924
2011,24040,3.5054908485856906,817.5876307782605
3897,22041,3.8306338187922506,816.5587160279002
508,21961,3.8064068120759527,808.6717536366032
185,26551,3.119938985348951,806.7334974592604
6016,19947,4.187872863087181,805.1638518973637
32587,21840,3.80345695970696,803.637099175002
2791,21907,3.7876934313233215,802.8871851803482
1079,21616,3.834659511472983,801.6861559240568
48780,20276,4.078294535411324,797.9022850646475
2692,20409,3.979886324660689,784.5585518406972
1247,20073,4.042370348228964,783.2896228975941
2797,22364,3.6108701484528707,782.7972964538138
1356,22018,3.665977836315742,782.0339008757794
72998,21924,3.664750957854406,778.4594887826887
2174,23043,3.4727466041748034,776.7775735470153
95,25604,3.1123652554288395,776.2581028682388
68157,20007,4.0024241515469585,773.3407148110186
908,19013,4.205228001893441,770.6600769970667
2012,24011,3.2942609637249594,769.1744758533868
300,21672,3.6615217792543375,768.8996617777555
8368,20924,3.7872777671573314,766.9322362805452
1101,22865,3.411524163568773,757.723180943511
1917,25890,2.9919273850907686,755.5330889622763
2542,19473,4.010809839264623,754.2995690224768
16,20517,3.7955110396256764,753.6482864424867
54286,19447,3.9456985653314134,741.5872912431016
1201,18609,4.119727013810522,739.6946884543842
6711,20104,3.7974283724631914,738.9037497173981
1252,18397,4.157715931945426,737.7495593859155
109487,18693,4.086823944792168,737.3441337411089
1625,19817,3.8453852752687085,737.2191728356798
6365,22761,3.3294890382672113,736.8207250811046
1230,18834,4.045821386853563,735.7509221904091
8665,19685,3.860731521463043,735.1316317241414
5816,20746,3.616070567820303,727.4142767854012
49272,19525,3.823918053777209,722.5195353982019
474,20020,3.722052947052947,721.8166909370194
2000,20118,3.6902028034595884,719.3766336519051
48394,18537,3.9903975832119545,714.7083842617661
4034,19293,3.8064064686673924,710.8406074889855
104,21500,3.396511627906977,709.673932709653
1288,18175,4.012104539202201,704.4642482723686
6333,20027,3.6264792530084384,704.2631339162992
337,19345,3.750168002067718,702.6476239921194
594,20213,3.5779943600653046,701.6433315246351
440,20034,3.597259658580413,699.0562228586698
1234,17430,4.1470453241537575,697.4351390321239
1207,17374,4.157649361114308,696.9032949637173
1573,21433,3.3296318760789436,694.0584973867375
2700,19776,3.616252022653722,693.5959140823155
11,19475,3.6605905006418484,691.1286988567992
8636,20487,3.46832137453019,690.1465887027911
1203,16896,4.231208570075758,689.2686942906843
1090,18222,3.9067061793436504,688.5100265997863
46578,18320,3.882123362445415,688.0231816793467
903,17219,4.12129043498461,684.9445366792493
3481,18527,3.814945754844281,684.2204512939461
1304,17538,4.032614893374387,683.2165961442425
3751,19892,3.519379650110597,679.6824833499755
1148,16993,4.134643676808097,678.0914260828486
8360,19904,3.506682073954984,677.7321775739505
3948,20378,3.4158160761605654,676.4952566241303
1127,19010,3.666859547606523,675.8168361728254
8874,17964,3.8845747049654866,675.1272673024068
3408,19395,3.5817736530033515,674.0694484469433
953,17260,4.016309385863267,669.8402341595233
1485,21222,3.2232824427480917,666.1027183820835
1278,17334,3.9685589015807086,665.0453730044425
63082,17775,3.862503516174402,664.4246643321997
920,17917,3.821677736228163,662.9232982566183
3052,18858,3.6202672605790647,662.2624207565917
2194,17628,3.8751418198320855,661.0225298611977
509,18493,3.6868004109663115,660.9598209589249
2268,17903,3.811847176450874,660.7753440591583
99114,16985,4.00847806888431,657.9926012388213
5995,16561,4.047098605156694,647.5606714524648
2617,20694,3.1814535614187687,641.4894028996849
55820,16531,3.9979735043252074,638.8904206164436
50872,17284,3.8163040962740107,638.76102711131
1199,16400,4.012835365853658,636.1071573783557
7147,17245,3.808669179472311,636.1059202220645
5378,21161,3.079036907518548,635.515338528138
1394,16940,3.871369539551358,634.7640290843601
1954,17565,3.7267862226017647,634.4919324329308
1374,17650,3.6841076487252127,630.5432000912814
91529,16386,3.9730562675454655,629.5410694382709
56367,17254,3.7635041149878288,629.2030092110749
555,17040,3.8041960093896714,627.8774032365757
1183,17767,3.6401474644002927,627.4335827028087
2710,22233,2.886137723204246,627.1040050994607
19,24212,2.633983148851809,624.8106822711136
51662,17886,3.5951861791345188,624.1246472942655
235,17553,3.658548396285535,622.9231456008882
1233,15678,4.105434366628397,621.6563950688608
1266,16135,3.9841028819336843,621.5979870387099
1641,17290,3.706766917293233,621.3944465825418
40815,16962,3.754392170734583,617.1768509815242
368,18630,3.4039452495974234,616.6912575870441
1407,19281,3.269928945594108,613.928078413198
788,21914,2.8617094095099023,613.0980069985653
2353,17757,3.5536971335248073,612.7816851735823
3527,17284,3.6411710252256424,610.6338669217897
266,17833,3.500140189536253,606.4804252485653
353,17748,3.5143396439035386,605.9576794018633
1035,16462,3.7988397521564816,605.876801567327
442,20319,3.0449333136473253,603.8415187871763
2395,16236,3.8395848731214586,603.7419074049456
5218,17391,3.5647461330573287,602.012860199878
1380,18508,3.3083801599308407,596.1211369309822
1204,14975,4.1150584307178635,595.2626831274091
410,20287,3.0030807906541135,594.8978279589084
3471,16246,3.7725286224301366,594.004115094026
74458,15531,3.952353357800528,593.8952514421684
1370,17749,3.4337145754690406,592.6289052561383
70286,16013,3.818616124398926,592.3822849048996
33493,17828,3.4147128113080547,592.08508509962
1028,16392,3.7156234748657884,590.6468763626681
3623,20193,2.9744713514584262,586.7115241527329
6502,16050,3.7526479750778816,583.9157864191429
553,16262,3.6939798302791784,582.7176190395567
786,18835,3.173135120785771,582.6982863809889
1676,18391,3.246805502691534,581.7594911822262
1358,15098,3.97801033249437,581.0152439179379
1997,16033,3.73411089627643,580.5400799709151
4979,15879,3.7710813023490144,580.4488907650286
1500,16040,3.7245635910224437,579.3691190872112
2302,16629,3.5715316615551145,576.8362027382519
2019,13994,4.255073602972702,574.5361541208309
497,15269,3.870980417840068,572.4294581244167
913,14281,4.135914851901127,570.5794117230183
1250,14410,4.083448993754337,568.7293187122209
350,16811,3.465260841115936,566.444317242239
2640,17209,3.380818176535534,566.1911955028565
2712,17944,3.2328912171199287,565.3605972604704
2081,16555,3.5130474176985804,565.2554001171437
1391,19515,2.9640020497053547,565.200534914548
3994,16698,3.4794286740927056,564.8688805533608
3175,16216,3.586550320670942,564.8639601791991
1673,15734,3.6792932502860047,561.7593176955362
1639,16034,3.6072096794312087,561.6482599568408
163,16823,3.4321167449325327,561.6370510785487
2804,14506,3.993864607748518,560.4927680617526
2599,15316,3.7603160094019326,558.4582937294206
68358,14873,3.8723525852215426,557.8607549866971
708,16751,3.4033192048235925,554.7385661945004
89745,14967,3.8163960713569853,553.6005025249848
832,16461,3.4532227689690784,552.8712156523768
4262,14399,3.9364539204111395,548.7372994186376
3753,16273,3.4606710502058626,547.7280251539923
6934,17526,3.1856384799726123,544.4973725325249
7143,15264,3.673578354297694,544.2689442299644
745,13649,4.112608982343029,542.5453226805198
2321,15666,3.559651474530831,541.8935679716697
3081,15756,3.534145722264534,541.2398841417747
317,17624,3.134958011802088,539.1315428574005
1608,16624,3.3237487969201154,538.1803281715
3176,15828,3.4952299722011624,537.9504838086787
3977,19700,2.7718020304568527,534.7508552895595
2985,16479,3.3261727046544087,533.8899873231358
8644,15808,3.4652074898785425,532.8439421612261
1777,16022,3.390587941580327,528.8373934611012
48774,13950,3.892078853046595,526.0007272809863
5060,13966,3.875769726478591,524.4900632639869
2671,15609,3.452239092831059,524.2884012086568
7254,14562,3.7072174151902213,523.949155996516
1242,13715,3.935800218738607,522.7487441390815
910,13365,4.034193789749345,521.6535742576531
653,16609,3.219820579204046,521.5162042849114
2006,16313,3.277692637773555,521.1368269448624
69122,14731,3.6393320209082884,520.6885067972976
4246,15633,3.4143158702744194,519.5490448617858
596,15485,3.4475944462382953,519.4785758248263
5669,14327,3.7310323166050114,518.7194982424054
30707,13901,3.8365225523343645,517.0079632470243
3000,12983,4.113995224524378,516.4032839148182
1282,14399,3.689040905618446,515.6891082067934
1276,13037,4.08073176344251,514.5362463164987
2406,15248,3.4674055613850996,514.4016972945116
1552,16498,3.194538731967511,514.1387295043003
2529,14658,3.6045845272206303,513.3827743063
3160,13722,3.8583661273866783,513.1729972534392
58,13347,3.965010863864539,512.4205595014529
1376,15170,3.459492419248517,510.6666174365119
1215,14162,3.7115873464199973,510.2256207754658
45722,15079,3.473870946349227,509.64855719739256
2572,14793,3.5151084972622186,505.74075413175746
520,16850,3.0614243323442136,503.9500411710904
2657,15495,3.336818328493062,503.75858166984483
116797,12939,4.017234716747817,503.1070973761442
2001,15582,3.3090745732255167,502.5193503077879
4308,14585,3.540761055879328,502.16753774269927
3253,14946,3.4506556938311252,501.9427734621165
1408,13888,3.710181451612903,500.2383402408872
1302,14188,3.62373132224415,499.5603649366348
81845,13075,3.935487571701721,498.47564336189345
2054,18807,2.703222204498325,498.4489087742945
7,15157,3.372105297882167,497.8500620369048
134130,12662,4.0482151318906965,496.0326226645406
1544,16970,2.984973482616382,495.29370461066424
1262,12461,4.105288500120375,494.7761038612032
2890,14130,3.5859872611464967,492.5647800875279
805,13736,3.691940885264997,492.4713396187635
1748,13347,3.799842661272196,491.9979426374419
1645,14346,3.516589990241182,490.7600708275391
70,15200,3.3079605263157896,490.1249504634066
802,14456,3.470116214720531,488.22607805527076
1729,13610,3.685966201322557,487.22899430136863
2947,13445,3.7284120490888806,486.6680983368963
78499,12874,3.8890399254311014,485.3284722972365
1396,13718,3.6325995043009187,484.2569739201934
899,12416,4.02758537371134,484.0957218657343
370,16676,2.9640501319261214,483.48242878608727
3418,13861,3.585311305100642,483.16511679944756
1320,15854,3.1041062192506623,480.7306988340073
1333,13262,3.7311868496456038,480.43226486621796
3,15497,3.1755501064722202,480.3881247474629
265,12618,3.917815818671739,479.1075393877776
2763,14044,3.493805183708345,477.5146584639792
1094,13452,3.6380835563484983,475.6196500742473
5010,13281,3.6850011294330245,475.414076274174
1263,12359,3.970385953556113,475.3546751044418
35836,14064,3.4695676905574517,475.0073875095679
3421,12902,3.791233917222136,474.6769758487392
3448,13313,3.6670547585067226,474.3291796027522
51255,12681,3.85052440659254,473.5778592978777
494,14401,3.374661481841539,473.53295608164785
145,14830,3.2701955495616994,473.02911334172853
4014,13154,3.697468450661396,472.42531343708646
73017,12848,3.7661114570361147,469.7083503569138
1674,12627,3.8301655183337293,469.1922505587651
4720,12971,3.707115873872485,467.0635050187458
552,14937,3.1939479145745464,465.7328264562717
6942,12767,3.749627947050991,464.8142840574574
1285,12820,3.73295631825273,464.744385453837
151,13526,3.5258391246488245,464.0707039098734
112852,12183,3.9277682015923827,463.8299260110301
969,11763,4.065842047096829,462.9694824708351
628,12702,3.752637379940167,462.8201291846888
3671,12356,3.8588944642279053,462.4862346477238
1909,14217,3.325736793979039,461.0159144610314
48,15896,2.9566557624559637,459.9198437902577
5,15258,3.079564818455892,459.2647351471933
902,12378,3.821982549684925,459.0676065411037
2167,14061,3.347557072754427,458.8672473607815
1722,14538,3.227576007703948,457.9717054666468
6378,13214,3.5551309217496594,457.05421464051585
64614,11969,3.931573230846353,456.1636811763867
342,13420,3.483084947839046,455.10634959495917
2005,12882,3.6238549914609535,453.904258235828
1466,12294,3.801000488042948,453.5824203434301
3911,12220,3.8164075286415713,452.61929355889487
784,17021,2.7018389048822042,451.2169356417741
1275,12880,3.598447204968944,450.7867665529658
76093,11849,3.9223985146425857,450.6180544787741
1293,11695,3.9729799059427107,450.27861159493625
3101,13456,3.4338213436385256,450.12654884668007
1172,11255,4.1235450910706355,449.11368504150545
3033,13519,3.407870404615726,448.93883660681126
92259,11253,4.1222340709144225,448.89844568262635
543,14305,3.2114295700803916,448.51921176039605
4848,12097,3.819624700338927,448.4586528782173
30749,11576,3.998445058742225,448.45679191734774
1377,14695,3.115039128955427,447.3480243531511
34405,11563,3.9886707601833433,446.9122328009469
1228,11365,4.054861416630004,446.26755927825064
4370,14068,3.2493957918680696,446.155725001
914,11864,3.8657703978422115,444.9618855029089
6373,14142,3.2090934804129545,443.13739703678186
246,11412,4.004337539432177,442.77296625226415
54001,12081,3.768272493998841,442.1130653214766
112,13324,3.4000675472830983,441.5404178972967
158,15559,2.8939841892152454,441.03947760429514
6863,13334,3.3917429128543573,440.8312284072105
80463,12026,3.773740229502744,440.7262274086701
2023,13075,3.445889101338432,438.9522815252074
420,16232,2.755883440118285,438.77107106680126
236,13549,3.3056314119123185,436.96368163556707
4085,12618,3.555634807417974,436.65232818597923
81591,11855,3.7920708561788277,436.52476207183105
49530,11621,3.8637810859650634,435.70346238387776
2424,13996,3.178229494141183,434.5423376157273
81834,11562,3.8732918180245632,434.527569555699
515,11498,3.8954600800139154,434.5022294590145
466,15201,2.9154331951845274,434.0486907412273
529,11653,3.834334506135759,433.7130800677008
471,12195,3.654817548175482,433.39335399975164
5299,13019,3.4101313464935865,432.73621697177583
5502,13604,3.249963246104087,431.6254227540141
106782,11517,3.8586437440305636,431.28628894704417
2699,15918,2.76162206307325,431.21457355196264
69844,11557,3.8431253785584496,431.1099928111347
225,13371,3.2872634806671153,428.9668207128874
33166,11587,3.802062656425304,427.80757818291096
8784,11697,3.763999316063948,427.70430330325047
71535,11651,3.7791605870740708,427.6755447274661
1088,13519,3.239810636881426,427.6626309469738
56174,12465,3.5019655034095467,425.15916312706634
2100,13606,3.1968984271644865,424.9140207094976
2470,13903,3.1261238581601094,424.87109372693726
27773,10783,4.067281832514142,424.8242892188551
2080,12211,3.5711653427237735,424.4454418367172
6870,11386,3.8334357983488494,423.75857735159127
1059,12229,3.5556464142611826,423.2971407476953
134853,10995,3.967576170986812,422.9809971054044
376,13138,3.2907596285583804,421.9816873472289
1747,12338,3.507172961582104,421.461699583156
1092,12876,3.3524774774774775,421.07659243020845
196,15154,2.8297149267520125,420.445676293403
2003,13215,3.254748391978812,419.9739935524822
173,16819,2.5347226351150485,419.21709963952503
2278,12049,3.573657564943149,419.1394805982965
333,12787,3.3556346289199968,418.5674945614539
261,11937,3.597093071961129,417.88150373451947
88125,10994,3.9061306167000183,416.6915732350189
5902,11183,3.834838594294912,416.40945968410017
485,15250,2.780393442622951,415.9724204529666
345,11732,3.623891919536311,413.69136249701205
783,13053,3.2433157128629433,413.46801718532635
3535,11875,3.574484210526316,413.2273441829636
2288,11113,3.8262395392783226,412.9380898863872
5679,12564,3.3681152499204075,412.794689467543
48385,12497,3.3812515003600865,412.1473518366885
54503,11356,3.73027474462839,411.77765257628414
1876,14219,2.954954638160208,411.5324918974995
2273,12284,3.4258384890915012,410.30181292571166
2161,12023,3.4977127172918574,409.7270163957077
1084,10921,3.8532643530812196,408.59870221476683
282,12340,3.394813614262561,408.5776409737512
168,13613,3.063799309483582,408.09973353627225
160,15868,2.6065981850264683,406.5460679264924
112556,10649,3.9325288759507937,406.3242710647433
1597,12479,3.332478563987499,405.86279955983
47610,10945,3.811192325262677,405.2193996927936
2455,12178,3.4038429955657743,404.28680235055464
661,12565,3.2867886987664146,403.2588248716996
5377,11353,3.650356733902933,403.23362458592754
5459,13804,2.978448275862069,402.6794900264189
69757,11010,3.762534059945504,402.63385444403275
1267,10150,4.090788177339902,402.2864056336537
3255,11772,3.496856948691811,401.1504335442611
1372,12439,3.295602540397138,400.27656568696676
3039,11037,3.7220712150040773,399.46472867428133
2407,12472,3.277060615779346,399.16229983347887
1907,11114,3.6917851358646754,399.09920521874136
1060,10726,3.828221144881596,398.87333692875933
785,12453,3.2795310366979846,398.84775445774613
3275,10481,3.912651464554909,398.0392036242538
2294,12526,3.2492016605460643,397.6041303486721
2076,10673,3.828492457603298,396.94604110972034
1375,12497,3.2328158758101946,394.7708748394756
2761,10573,3.8422396670765155,394.6063679559476
1690,13304,3.0245039085989176,393.99179317036425
91500,11353,3.5621421650665024,393.9065780467858
3006,10384,3.9020608628659477,393.3686078602456
1339,11655,3.4344487344487344,390.40483639168013
1244,9986,4.029441217704787,390.18578356573863
2336,10411,3.849534146575737,389.31622917414126
122882,10457,3.829348761595104,389.0644554478615
109374,9998,4.008001600320064,388.67018319205636
2105,12010,3.313488759367194,388.60181296313044
4776,10779,3.7058168661285835,388.5780976727235
475,10251,3.903472831918837,388.50779415945925
41566,11640,3.4161512027491407,387.9162835676064
1569,12125,3.2736082474226804,387.75936771276184
1921,10663,3.737737972428022,387.59577586049613
2078,10942,3.6344361177115703,387.13781382344274
435,15289,2.573353391327098,387.00898160157624
44195,10389,3.8310713254403694,386.72247645005007
2248,10380,3.8291907514450867,386.2093958858866
1249,10354,3.838854548966583,386.17826833332657
172,14273,2.7472150213690183,385.0596731717521
1287,10414,3.79806030343768,384.45621159757314
4447,12426,3.153951392242073,383.3474966467457
122886,10281,3.8345005349674155,383.0644807892278
3499,10451,3.7557171562529903,381.70242682428716
6807,10173,3.8532389658901014,380.84328836798835
1953,9988,3.924759711653985,380.5956265396169
3703,10739,3.6374429648943103,380.3191964972298
3755,12628,3.075110864745011,380.16266688138694
4025,12736,3.0407506281407035,379.26557014777114
431,10533,3.6981391816196716,379.03581824738177
60684,10489,3.71246067308609,378.86295224728735
1022,10968,3.5427151714077314,378.6776208304738
5991,10971,3.535867286482545,378.07969413268984
1884,10394,3.7386472965172213,377.99132779662284
29,9897,3.920885116702031,376.80403695043873
8464,10868,3.556726168568274,376.67576485510466
8798,10488,3.6877860411899315,376.4214718590993
1235,9770,3.963971340839304,375.9072352797309
1271,10357,3.7260789803997296,375.44857974237107
720,9584,4.036780050083473,375.2644883534606
3256,10641,3.6053472418005827,373.6999109232773
33679,11776,3.2380689538043477,372.7724610255599
31658,9442,4.071118407117136,372.74807486630397
432,13885,2.721534029528268,371.3078216342837
3717,12264,3.091405740378343,371.1833082556204
852,11930,3.1780804694048617,370.88603375194015
59369,10092,3.7758620689655173,370.59493670963496
68237,9479,4.021310264795865,369.8358436122857
277,11164,3.389824435686134,369.44456810831025
1994,10842,3.490684375576462,369.1038402723222
31,11638,3.238314143323595,368.4708468081484
3702,10706,3.5272744255557633,368.17166535997575
111759,9636,3.933686176836862,368.098259984186
3552,10287,3.6729853212792847,367.8567653593782
4975,11115,3.3829509671614937,367.1234829376449
30793,11606,3.233413751507841,366.9336085951416
186,12970,2.870971472629144,365.40248913112936
1061,10336,3.6276606037151704,365.2336530125161
1274,9657,3.8898726312519414,364.97598923833766
2144,10346,3.6182582640634062,364.6780950432302
1343,10559,3.541339141964201,364.54820217926
4018,11957,3.112695492180313,364.37132068073385
44555,8948,4.199038891372374,363.97465311531136
1272,9370,4.001013874066168,363.8648088686806
5903,9988,3.7414897877452944,363.6231667061733
105,11182,3.3279824718297264,363.56375240054433
1947,10016,3.718650159744409,362.5076972900005
3916,9836,3.7814152094347295,361.7874063450112
5464,10081,3.6796944747544886,361.1874940907976
2150,10143,3.6460120279996056,360.20979780052085
1120,10375,3.549975903614458,359.0904653618386
1962,10004,3.6841763294682126,358.87162682567197
2871,9756,3.776291512915129,358.40853911037277
1029,10636,3.452331703647988,358.34677116445164
55247,9456,3.899957698815567,358.33324536435794
122904,9535,3.8595175668589405,357.72657052367754
3967,9699,3.786936797608001,357.29264375293457
5971,8875,4.148732394366197,356.92041737655285
2193,10576,3.4535741301059,356.46723030620086
52,10338,3.5355968272393112,356.43595213938073
2058,10200,3.5833823529411766,356.2666925636287
22,11026,3.3006076546345002,355.712419023583
3252,9669,3.769521150067225,354.63504724298565
315,12431,2.901295149223715,353.9198314522947
1223,9076,4.005674305861613,352.94525303959557
34162,10417,3.4609772487280406,351.8796168715259
76251,9887,3.650601800343886,351.62660324578223
1967,9929,3.6333971195487966,351.5161139937617
1371,11545,3.0906019922044177,349.5353440477622
57669,9255,3.8774716369529982,348.8611001439183
59784,9859,3.630084187037225,348.7578855017177
87232,9496,3.774062763268745,348.7510084094554
104841,9786,3.6506233394645413,348.0713175962118
115713,9086,3.9377613911512217,347.6244682571366
2160,9545,3.740125720272394,347.5252105694231
1345,10388,3.4254909510974203,347.4656847645815
